Title,Description,Link,Published Date
‘I don’t smoke on the uphills’: Lazarus Lake walks across America (again),"<p>Gary Cantrell, aka Lazarus Lake or Laz, completed his first trans-continental trek in 2018. He’s now attempting his second, but this time against medical advice</p><p>Lazarus Lake is shifting in a straight-back chair, searching for the right spot to ease his pinched nerve. After days of steep climbs and steeper descents, the Capon Valley of West Virginia is a welcome oasis. The world is again mercifully flat, if only for a moment. Somewhere out there, the Alleghany mountains lie in wait. But Laz, the <a href=""https://www.theguardian.com/sport/2023/oct/27/harvey-lewis-ultramarathon-backyard-championship"">mastermind of such grueling endurance tests</a> as the Barkley Marathons and Backyard Ultras, doesn’t want to think about that now; the pizzeria is filling up with smoke.</p><p>A 20-year-old scurries from the back to apologize while the man sitting next to us is still staring. He’s been speechless since Laz told him he’d just walked 17 miles over Timber Ridge to get here. Under a farmer’s cap pulled down to his squinty eyes, the man grins, rubs his jaw, and finally says: “Come again?”</p> <a href=""https://www.theguardian.com/sport/2024/apr/27/lazarus-lake-walks-across-america-lazcon"">Continue reading...</a>",https://www.theguardian.com/sport/2024/apr/27/lazarus-lake-walks-across-america-lazcon,2024-04-27 08:00:29
"Civil War is a terrifying film, but Trump: The Sequel will be a real-life horror show | Simon Tisdall","<p>If the former president regains the White House in November, America faces a far worse dystopian future than being shown in cinemas</p><p>Director, cast and critics all agree: <em>Civil War</em>, the movie depicting America tearing itself to bloody bits while a cowardly, authoritarian president skulks in the White House, <a href=""https://www.vulture.com/article/civil-war-politics-trump.html"">is not about Donald Trump</a>. But it is, really.</p><p>Likewise, the first ever <a href=""https://www.politico.com/news/2024/04/18/trump-hush-money-trial-day-three-jury-00153247"">criminal trial of a US president</a>, now playing to huge audiences in New York, is ostensibly about claims that Trump fraudulently bought the silence of a former porn star called Stormy after a tacky Lake Tahoe tryst. But it isn’t, really.</p><p><em><strong>Do you have an opinion on the issues raised in this article? If you would like to submit a letter of up to 250 words to be considered for publication, email it to us at <a href=""mailto:observer.letters@observer.co.uk"">observer.letters@observer.co.uk</a></strong></em></p> <a href=""https://www.theguardian.com/commentisfree/2024/apr/27/donald-trump-dystopian-nightmare-maniac-us-president-not-civil-war"">Continue reading...</a>",https://www.theguardian.com/commentisfree/2024/apr/27/donald-trump-dystopian-nightmare-maniac-us-president-not-civil-war,2024-04-27 13:00:36
Who would’ve thought booking a table would require superhuman strength | Rachel Cooke,"<p>In New York, ‘reservation scalpers’ are making $80,000 a year, but I’m banking on a neighbour’s generosity </p><p>The land of restaurants is increasingly paradoxical. Every day, good ones close. Running costs are punitive and broke customers are eating at home more often. Yet still there are places where it’s next to impossible to bag a table; where to have even the remotest chance of doing so requires near superhuman levels of patience and determination, as well as no other demands whatsoever on your time – including paid employment.</p><p>I laughed when I read in the <em>New Yorker</em>’s annual food issue of the “<a href=""https://www.dailymail.co.uk/news/article-13345037/nyc-restaurant-reservation-scalper-backlash-booking.html"">reservation scalpers</a>” who make $80,000 a year by hoarding bookings to then sell them on to the desperate-to-be-there rich. Only in Manhattan, I thought. But this didn’t stop me. Just moments later, I was urging my neighbour, Sue, who is to restaurants what Harry Houdini once was to padlocks and straitjackets – just you watch her bust her way in! – to try to get us a table at&nbsp;X (I won’t say its name, for obvious reasons). Sue is also a hoarder of reservations, with the key difference that she then shares them with (I&nbsp;flatter myself) beloved friends at no extra charge. So now we’re on tenterhooks, waiting and hoping – and hoping and waiting – for the hottest Sunday lunch in town.</p> <a href=""https://www.theguardian.com/commentisfree/2024/apr/27/joy-friend-superpower-getting-a-table-at-the-hottest-restaurants-rachel-cooke"">Continue reading...</a>",https://www.theguardian.com/commentisfree/2024/apr/27/joy-friend-superpower-getting-a-table-at-the-hottest-restaurants-rachel-cooke,2024-04-27 15:00:38
Did five frightened horses bolting through London really mean the end was neigh? | Michael Hogan,"<p>It says a lot about our turbulent times that we’ve started seeking omens in random events</p><p>Woah there, cried the nation. Easy, boy. This week’s most arresting visuals came on Wednesday morning when <a href=""https://www.theguardian.com/uk-news/2024/apr/25/runaway-horses-in-serious-condition-after-bolting-through-central-london"">runaway horses brought central London</a> to a standstill. Five working animals from the Household Cavalry, based at Hyde Park barracks, were on exercise when they were spooked by noises from a building site and dramatically broke loose.</p><p>The equine escapees caused chaos bolting through the capital, colliding with vehicles and startling pedestrians. They galloped for six miles, making it as far as Limehouse in the East End. <a href=""https://www.theguardian.com/uk-news/2024/apr/24/horses-on-loose-central-london"">Four people were taken to hospital</a>. Two horses were left in serious condition. The footage was mesmerising, the images indelible. It elicited a giddy mix of fear and excitement, reminiscent of when a bird flies through an open window.</p> <a href=""https://www.theguardian.com/commentisfree/2024/apr/27/did-five-frightened-horses-bolting-through-london-really-mean-the-end-was-neigh"">Continue reading...</a>",https://www.theguardian.com/commentisfree/2024/apr/27/did-five-frightened-horses-bolting-through-london-really-mean-the-end-was-neigh,2024-04-27 16:00:40
Moderating horror and hate on the web may be beyond even AI | John Naughton,"<p>Managing the barrage of upsetting material online is a challenge that service providers are struggling to meet, even if they try</p><p>Way back in the mid-1990s, when the web was young and the online world was buzzing with blogs, a worrying problem loomed. If you were an ISP that hosted blogs, and one of them contained material that was illegal or defamatory, you could be held legally responsible and sued into bankruptcy. Fearing that this would dramatically slow the expansion of a vital technology, two US lawmakers, Chris Cox and Ron Wyden, inserted 26 words into the Communications Decency Act of 1996, which eventually became <a href=""https://en.wikipedia.org/wiki/Section_230"">section 230</a><strong> </strong>of the Telecommunications Act of the same year. The words in question were: “No provider or user of an interactive computer service shall be treated as the publisher or speaker of any information provided by another information content provider.” The <a href=""https://muse.jhu.edu/book/68383"">implications were profound</a>: from now on you bore no liability for content published on your platform.</p><p>The result was the exponential increase in user-generated content on the internet. The problem was that some of that content was vile, defamatory or downright horrible. Even if it was, though, the hosting site bore no liability for it. At times, some of that content caused public outrage to the point where it became a PR problem for the platforms hosting it and they began engaging in “moderation”.</p> <a href=""https://www.theguardian.com/commentisfree/2024/apr/27/silicon-valleys-business-model-is-incompatible-with-the-moderation-of-online-horror-and-hatred"">Continue reading...</a>",https://www.theguardian.com/commentisfree/2024/apr/27/silicon-valleys-business-model-is-incompatible-with-the-moderation-of-online-horror-and-hatred,2024-04-27 15:00:39
The overturning of Harvey Weinstein’s rape conviction is an affront to women | Moira Donegan,"<p>#MeToo’s real legacy may not be ending predators’ impunity so much as highlighting the tenacity of that impunity</p><p>Usually, rape isn’t reported. When it is reported, it is often not charged. And when it is charged, it rarely leads to a conviction. These facts shape both our cultural understanding of sexual violence and women’s sense of their own embodied lives, clarifying something many of us already know – that while sexual violence is technically illegal and officially abhorred, it is also tolerated in practice, with actual arrests and convictions being so rare that most sexual violence is de facto decriminalized.</p><p>Only occasionally does a notable rape conviction come to pass; when it does, its very rarity highlights this dissonance, making plain the gulf between how rape is officially talked about and how it is usually treated. Now, that gulf has come to the fore again, because on Thursday one of the most high-profile rape convictions in American history was overturned.</p><p>Moira Donegan is a Guardian US columnist</p> <a href=""https://www.theguardian.com/commentisfree/2024/apr/27/harvey-weinstein-conviction-overturned-me-too"">Continue reading...</a>",https://www.theguardian.com/commentisfree/2024/apr/27/harvey-weinstein-conviction-overturned-me-too,2024-04-27 10:01:31
The Anxious Generation wants to save teens. But the bestseller’s anti-tech logic is skewed,"<p>There’s no doubt about the mental health crisis facing young people. Jonathan Haidt blames our devices – which oversimplifies the problem</p><p>In the introduction to his new book <a href=""https://www.theguardian.com/books/2024/mar/24/the-anxious-generation-jonathan-haidt-book-extract-instagram-tiktok-smartphones-social-media-screens"">The Anxious Generation</a>, titled “Growing up on Mars”, Jonathan Haidt tells a fanciful piece of science fiction about a child conscripted into a dangerous mission to the red planet that will deform the young person as they grow. The journey is undertaken without the parents’ consent. The ham-fisted metaphor is that technology companies have done the same to children and teenagers by putting smartphones into their hands.</p><p>Haidt, a New York University professor of ethical leadership who researches social psychology and morality, goes on to argue that smartphones ignited a wildfire of anxiety and depression in gen Z around the world, by granting them “continuous access to social media, online video games, and other internet-based activities”. He says there are four foundational harms in this degradation of youth: social deprivation, sleep deprivation, attention fragmentation, and addiction.</p> <a href=""https://www.theguardian.com/books/2024/apr/27/anxious-generation-jonathan-haidt"">Continue reading...</a>",https://www.theguardian.com/books/2024/apr/27/anxious-generation-jonathan-haidt,2024-04-27 12:00:34
India election: Modi and rivals trade accusations as voter turnout slumps in second phase,"<p>Parties clash over communal issues in increasingly charged campaign amid concerns unseasonably hot weather affecting voter numbers</p><p>India has held the second phase of the world’s biggest election, with prime minister Narendra Modi and his rivals hurling accusations of religious discrimination and threats to democracy amid flagging voter turnout.</p><p>Almost 1 billion people are eligible to vote in the <a href=""https://www.theguardian.com/world/india-elections-2024"">seven-phase general election</a> that began on 19 April and concludes on 1 June, with votes set to be counted on 4 June.</p> <a href=""https://www.theguardian.com/world/2024/apr/27/india-election-modi-and-rivals-trade-accusations-as-voter-turnout-slumps-in-second-phase"">Continue reading...</a>",https://www.theguardian.com/world/2024/apr/27/india-election-modi-and-rivals-trade-accusations-as-voter-turnout-slumps-in-second-phase,2024-04-27 04:30:27
Beleaguered fHumza Yousaf says he does not rule out Scottish election,"<p>SNP leader wrote to other parties asking them to find ‘common ground’ before no confidence vote</p><p>Humza Yousaf has said he does not rule out a Holyrood election after writing to the leaders of Scotland’s political parties asking them to find “common ground” ahead of a no confidence vote.</p><p>Yousaf has come under increasing pressure in recent days after his decision to axe the Scottish National party’s governing agreement with the Scottish Greens on Thursday morning.</p> <a href=""https://www.theguardian.com/politics/2024/apr/27/humza-yousaf-invites-other-scottish-parties-to-talks-to-find-common-ground-snp"">Continue reading...</a>",https://www.theguardian.com/politics/2024/apr/27/humza-yousaf-invites-other-scottish-parties-to-talks-to-find-common-ground-snp,2024-04-27 13:53:07
Briton in critical care after ‘unusual’ shark attack on Tobago,"<p>Man, 64, being treated for injuries to arm, leg and stomach after attack in shallow waters</p><p>A British man is in intensive care after an “unusual” shark attack on the Caribbean island of Tobago.</p><p>The 64-year-old man was receiving critical care after the bull shark attack left him with injuries to his left arm, left leg and stomach, Tobago’s Division of Tourism, Culture, Antiquities and Transportation said.</p> <a href=""https://www.theguardian.com/world/2024/apr/27/briton-64-critical-care-shark-attack-tobago"">Continue reading...</a>",https://www.theguardian.com/world/2024/apr/27/briton-64-critical-care-shark-attack-tobago,2024-04-27 08:41:54
And now for the pinchline: competition crowns world’s funniest crab joke,"<p>Inaugural contest at Crab Museum in Margate allows crustaceans to pick the winner, with the help of tinned fish used as bait</p><p>How did the crab get out of prison? And why did the crab get bad grades?</p><p>The answers to these conundrums and other clawsome jokes were among the competitors for the inaugural World’s Funniest Crab Joke competition, held by the <a href=""https://www.crabmuseum.org/"">Crab Museum</a> in Margate to celebrate International Crab Day.</p><p>What do you call a red crab piggybacking another red crab all around the town? A double-decapod.</p><p>A horseshoe crab walks into a bar. “Why the ventral face?” the bartender asks. The crab replies: “Mind your own business and please tip a pint of lager and a packet of crisps on to the pub carpet.”</p><p>How did the crab get out of prison? It used its escape claws.</p><p>Why didn’t the crab help the chicken cross the road? Because it was eaten by a pelican crossing.</p><p>What did the sea urchin say to the crab? Please sir, can I have some claw?</p><p>What format do you have to save photos of crab soup on to? Floppy bisque.</p><p>A man walks into a restaurant with a crab under his arm and says: “Do you make crab cakes?” The manager answers: “Yes, we do.” “Good,” says the man, “because it’s his birthday.”</p><p>How do barnacles get around? A taxi crab.</p><p>Why did the crab cross the road? It didn’t. It used the sidewalk.</p><p>Why did the crab get bad grades? Because it was below C level.</p> <a href=""https://www.theguardian.com/culture/2024/apr/27/and-now-for-the-pinchline-competition-crowns-worlds-funniest-crab-joke"">Continue reading...</a>",https://www.theguardian.com/culture/2024/apr/27/and-now-for-the-pinchline-competition-crowns-worlds-funniest-crab-joke,2024-04-27 04:00:25
Sanders hits back at Netanyahu: ‘It is not antisemitic to hold you accountable’,"<p>US senator says Israeli prime minister using antisemitism to distract attention from ‘extremist and racist government’ policies</p><p><a href=""https://www.theguardian.com/profile/berniesanders"">Bernie Sanders</a> has hit back fiercely at Benjamin Netanyahu over the Israeli prime minister’s claim that US universities were being overrun by antisemitism on a scale comparable to the rise of Nazism in Germany.</p><p>In a video posted on X, the progressive senator from Vermont – who is Jewish – accused <a href=""https://www.theguardian.com/us-news/2024/apr/24/us-campus-protests-benjamin-netanyahu-ceasefire"">Netanyahu</a> of “insult[ing] the intelligence of the American people” by using antisemitism to distract attention from the policies of his “extremist and racist government” in the military offensive in Gaza.</p> <a href=""https://www.theguardian.com/us-news/2024/apr/27/bernie-sanders-benjamin-netanyahu-israel-gaza-war"">Continue reading...</a>",https://www.theguardian.com/us-news/2024/apr/27/bernie-sanders-benjamin-netanyahu-israel-gaza-war,2024-04-27 16:11:04
"The prince, the plotters and the would-be putsch: Germany to try far-right coup gang","<p>Ex-soldier, conspiracy theorist, astrologer and anti-vaxxer among the first of 27 people on trial for trying to violently topple the German government – led by Heinrich XIII Prince Reuss</p><p>One of the largest legal proceedings in German history is due to start on Monday with the first of three trials of a group of far-right conspiracists who planned to <a href=""https://www.theguardian.com/world/2023/dec/12/germany-alleged-far-right-plot-group-charged"">violently overthrow</a> the country’s parliament.</p><p>So sprawling is the network, so extensive their plans, that for a mixture of logistical and security reasons, the 27 people due in the dock have been split into three separate groups.</p> <a href=""https://www.theguardian.com/world/2024/apr/27/the-prince-the-plotters-and-the-would-be-putsch-germany-to-try-far-right-coup-gang"">Continue reading...</a>",https://www.theguardian.com/world/2024/apr/27/the-prince-the-plotters-and-the-would-be-putsch-germany-to-try-far-right-coup-gang,2024-04-27 12:00:36
Italian towns split over moves to end honorary citizenship of Mussolini,"<p>Ustica stripped local recognition for fascist dictator in law snaring all those deceased, but debate continues elsewhere</p><p>A simple vote last Friday was enough to strip Walt Disney of his honorary citizenship of Ustica, as the tiny Sicilian island of 1,300 people passed a law saying that only the living could be granted such recognition.</p><p>But the late American animator was mere collateral damage: <a href=""https://www.ansa.it/english/news/2024/04/19/mussolini-no-longer-honorary-citizen-of-ustica_62922629-cd8a-4681-a9cf-766b64fc0054.html"">the true target was Benito Mussolini</a>, Italy’s fascist dictator, who eight decades after his death remains an honorary citizen of hundreds of Italian towns and cities, much to the disgust of many of their inhabitants.</p> <a href=""https://www.theguardian.com/world/2024/apr/27/italian-towns-split-over-moves-to-end-honorary-citizenship-of-mussolini"">Continue reading...</a>",https://www.theguardian.com/world/2024/apr/27/italian-towns-split-over-moves-to-end-honorary-citizenship-of-mussolini,2024-04-27 06:27:52
Conservatives condemn Kristi Noem for ‘twisted’ admission of killing dog,"<p>Revelation in new book that possible Trump running mate killed ‘untrainable’ hunting dog prompts widespread revulsion</p><p>Conservative pundits have condemned the South Dakota governor and possible Trump running mate Kristi Noem, amid widespread horror over her admission <a href=""https://www.theguardian.com/books/2024/apr/26/trump-kristi-noem-shot-dog-and-goat-book"">in a new book</a> that she killed both an “untrainable” dog and an unruly goat during a single day in hunting season.</p><p>Alyssa Farah Griffin, a Trump White House staffer turned critic, <a href=""https://twitter.com/Alyssafarah/status/1783916995513110780"">said</a>: “I’m a dog lover and I am honestly horrified by the Kristi Noem excerpt. I wish I hadn’t even read it. A 14-month-old dog is still a puppy and can be trained. A large part of bad behaviour in dogs is not having proper training from humans.</p> <a href=""https://www.theguardian.com/us-news/2024/apr/27/kristi-noem-trump-vp-book-killing-dog"">Continue reading...</a>",https://www.theguardian.com/us-news/2024/apr/27/kristi-noem-trump-vp-book-killing-dog,2024-04-27 06:00:31
Destructive tornadoes wreak havoc in US midwest as storm threat continues,"<p>Tornadoes collapsed buildings and flattened homes in Nebraska and Iowa on Friday as warnings continued to be issued</p><p>Tornadoes wreaked havoc Friday in the midwestern US, causing a building to collapse with dozens of people inside and destroying and damaging hundreds of homes, many around Omaha, <a href=""https://www.theguardian.com/us-news/nebraska"">Nebraska</a>.</p><p>As of Friday night, there were several reports of injuries but no deaths were immediately reported. Tornado warnings continued to be issued into the night in <a href=""https://www.theguardian.com/us-news/iowa"">Iowa</a>.</p> <a href=""https://www.theguardian.com/us-news/2024/apr/27/tornadoes-midwest-nebraska-iowa"">Continue reading...</a>",https://www.theguardian.com/us-news/2024/apr/27/tornadoes-midwest-nebraska-iowa,2024-04-27 13:49:55
"Rageh Omaar recovering at home after hospital treatment, ITV says","<p>International affairs editor became unwell while presenting News at Ten on Friday</p><p>The ITV News presenter Rageh Omaar is “recovering at home with his family” after being treated in hospital, a spokesperson for the broadcaster said.</p><p>The ITV News international affairs editor was presenting the News at Ten on Friday evening when he appeared shaky and to be having difficulty reading the news bulletins.</p> <a href=""https://www.theguardian.com/media/2024/apr/27/rageh-omaar-receiving-care-after-becoming-unwell-on-air-itv-says"">Continue reading...</a>",https://www.theguardian.com/media/2024/apr/27/rageh-omaar-receiving-care-after-becoming-unwell-on-air-itv-says,2024-04-27 15:08:28
"‘Ours was a love story, not an attempted murder story’: Rachel Eliza Griffiths on the day her husband, Salman Rushdie, was stabbed","<p>They had only been married for 11 months when the world-famous novelist was attacked by a frenzied knifeman. His wife remembers the intense drama of hearing the news, and the traumatic aftermath</p><p>I woke early and alone on the sunny morning of Friday 12 August 2022. I&nbsp;was having coffee at the moment my husband, the Indian novelist Salman Rushdie, was nearly killed in a stabbing on stage in Chautauqua, New York.</p><p>This was the last morning, innocent and ordinary, before my life was shattered by the 27 seconds Salman’s attacker took to stab him more than a dozen times, driving a knife into his right eye until it nearly touched his optic nerve.</p> <a href=""https://www.theguardian.com/books/2024/apr/27/ours-was-a-love-story-not-an-attempted-story-rachel-eliza-griffiths-on-the-day-her-husband-salman-rushie-was-stabbed"">Continue reading...</a>",https://www.theguardian.com/books/2024/apr/27/ours-was-a-love-story-not-an-attempted-story-rachel-eliza-griffiths-on-the-day-her-husband-salman-rushie-was-stabbed,2024-04-27 09:00:30
The week in audio: The Bachelor of Buckingham Palace; The Price of Paradise and more – review,"<p>Ugly truths emerge when two very different reality shows go under the microscope. Elsewhere, a star turn from Ted Danson, and why bands break up</p><p><strong>The Bachelor of Buckingham Palace</strong> | <a href=""https://wondery.com/shows/the-bachelor-of-buckingham-palace/#"">Wondery</a> <br><strong>The Price of Paradise</strong> | <a href=""https://wondery.com/shows/the-price-of-paradise/#"">Wondery</a> <br><strong>Beef and Dairy Network episode 109: Ted Danson</strong><strong> </strong>|<strong> </strong><a href=""https://maximumfun.org/episodes/beef-and-dairy-network/episode-109-ted-danson/"">Maximum Fun</a><br><strong>Split Ends</strong> Radio 4 | <a href=""https://www.bbc.co.uk/programmes/m001yqd9"">BBC Sounds</a></p><p>Reality TV shows. How did we ever live without them? (Answer: we managed fine.) In the 24 years since <em>Big Brother</em> was first broadcast, reality shows have become the UK’s everyday media fodder, providing genuine news as well as silly gossip. And now: prime source material for podcasts.</p> <a href=""https://www.theguardian.com/tv-and-radio/2024/apr/27/the-week-in-audio-the-bachelor-of-buckingham-palace-wondery-review-the-price-of-paradise-beef-and-dairy-network-ted-danson-split-ends-bands-breaking-up-radio-4"">Continue reading...</a>",https://www.theguardian.com/tv-and-radio/2024/apr/27/the-week-in-audio-the-bachelor-of-buckingham-palace-wondery-review-the-price-of-paradise-beef-and-dairy-network-ted-danson-split-ends-bands-breaking-up-radio-4,2024-04-27 16:00:40
Britney Spears settles legal dispute with estranged father over conservatorship,"<p>Singer’s attorney says agreement gives his client the ‘freedom’ that ‘she desired’</p><p><a href=""https://www.theguardian.com/music/britneyspears"">Britney Spears</a> and her estranged father have agreed to settle a legal dispute that continued between them even though it had been more than two years since a court had terminated the conservatorship that put him in control of the US pop star’s life.</p><p>Terms of the settlement between the singer of chart-topping hit Womanizer and Jamie Spears weren’t disclosed in statements that their attorneys distributed to media outlets on Friday.</p> <a href=""https://www.theguardian.com/music/2024/apr/27/britney-spears-father-legal-dispute-settlement"">Continue reading...</a>",https://www.theguardian.com/music/2024/apr/27/britney-spears-father-legal-dispute-settlement,2024-04-27 14:09:15
T’Pau’s Carol Decker looks back: ‘We went ballistic when we got to No 1. Our screaming annoyed Bryan Adams’,"<p>The lead singer on hitting it big, how things fell apart, and the joy of the 1980s revival</p><p>Born in Liverpool in 1957,&nbsp;Carol Decker is the&nbsp;lead singer of T’Pau. She was fronting Shropshire band the Lazers when she met BT engineer and musician Ronnie Rogers, with whom she would go on to form T’Pau. Together they became one of the biggest-selling groups of the 1980s, with tracks such as <a href=""https://www.youtube.com/watch?v=T4sV3lqzKqQ"">China in Your Hand</a> and <a href=""https://www.youtube.com/watch?v=SwrYMWoqg5w"">Heart and Soul</a>. The group split in&nbsp;1992 but have since had a renaissance as part of 80s nostalgia tours. They perform at Let’s Rock Scotland and Let’s Rock Leeds festivals this summer.</p><p><strong>T’Pau were on tour in Switzerland when the NME decided to cover us.</strong> Their vision for the shoot was: the&nbsp;band are at the height of their success with the world at their feet, but Carol is&nbsp;a pizza girl at heart.</p> <a href=""https://www.theguardian.com/lifeandstyle/2024/apr/27/carol-decker-looks-back"">Continue reading...</a>",https://www.theguardian.com/lifeandstyle/2024/apr/27/carol-decker-looks-back,2024-04-27 11:00:33
On my radar: Shami Chakrabarti’s cultural highlights,"<p>The politician and lawyer on Salman Rushdie’s remarkable new memoir, Manchester’s magnificent music students and powerful depictions of wars both real and imagined</p><p>The human rights lawyer and campaigner Baroness Shami Chakrabarti was born in Kenton, north-west London, in 1969. She studied law at the <a href=""https://www.lse.ac.uk/"">London School of Economics</a> and worked as an in-house lawyer at the Home Office before becoming director of the advocacy group <a href=""https://www.libertyhumanrights.org.uk/"">Liberty</a> in 2003, a role she held until 2016. That year, she became a life peer and was appointed shadow attorney general for England and Wales (until 2020). Chakrabarti lives in south London and has one son. Her third book, <em><a href=""https://guardianbookshop.com/human-rights-978024158881"">Human Rights: The Case for the Defence</a></em>,is published by Allen Lane on 2 May.</p> <a href=""https://www.theguardian.com/culture/2024/apr/27/on-my-radar-shami-chakrabartis-cultural-highlights"">Continue reading...</a>",https://www.theguardian.com/culture/2024/apr/27/on-my-radar-shami-chakrabartis-cultural-highlights,2024-04-27 14:00:36
"Knuckles review – Idris Elba’s Sonic spin-off is ludicrous, hilarious and actually rather moving","<p>The further this show leans into its silly side, the better it becomes. It is about an echidna space warrior helping his pal get to a bowling tournament, after all</p><p>Giving a supporting character their own spin-off is a risky business. For every brilliant series such as Better Call Saul, Frasier or Angel (series one, two, three and five), there’s a grave miscalculation in the form of a Joey, The Book of Boba Fett or Angel (series four). After the runaway success of the Sonic films, which have a third instalment on the way, Paramount+ has selected Knuckles, the steely echidna, for the spin-off treatment – and for all the brazen product placement and IP cash-grabbing, it’s a risk that pays off.</p><p>Idris Elba reprises his role from Sonic the Hedgehog 2 , as a hot-tempered and self-serious red echidna warrior from space who, as we are frequently reminded, is the last of his kind after an owl-led genocide took his home planet. Having been briefly tricked by Doctor Robotnik (a thankfully absent scenery-chewing Jim Carrey) to fight for the bad guys in the previous film, he has now teamed up with Sonic and Tails and moved in with the Wachowskis (Tika Sumpter and a puzzlingly absent James Marsden). This set-up is not going especially well as the series begins, due to Knuckles’s tendency to start the day by punching boulders and attempting to train the “wolf” (actually a docile labrador) to be a fierce warrior. With all the smashed walls and echinadian fighting rituals, Knuckles finds himself grounded. But he soon defies the punishment to hit the road with Wade Whipple (Adam Pally), a hapless but sweet-natured deputy sheriff, to help him become a bowling champion. Naturally, as this is a Sonic spin-off there’s also some fighting to be done and Knuckles and Wade find themselves pursued by two former G.U.N agents played by Kid Cudi and British comedian Ellie Taylor.</p> <a href=""https://www.theguardian.com/tv-and-radio/2024/apr/27/knuckles-review-idris-elbas-sonic-spin-off-is-ludicrous-hilarious-and-actually-rather-moving"">Continue reading...</a>",https://www.theguardian.com/tv-and-radio/2024/apr/27/knuckles-review-idris-elbas-sonic-spin-off-is-ludicrous-hilarious-and-actually-rather-moving,2024-04-27 05:00:27
Ask Ottolenghi: what’s the best way to get a garlicky flavour into tomato pasta sauce?,"<p>The answer, surprisingly, is not just to use more garlic (but you can go to town with the basil)</p><ul><li><a href=""https://www.theguardian.com/food/2024/jan/17/ask-ottolenghi-send-in-your-kitchen-questions"">Ask Ottolenghi: send in your kitchen questions</a></li></ul><p><strong>How can we get a pleasingly strong garlic taste in our tomato sauce for pasta? Is the secret the amount of garlic</strong><strong>, or how you cut it</strong><strong>, or the </strong><strong>length of cooking? </strong><strong>Our sauces tend to </strong><strong>be bland</strong><strong> rather than zingy</strong><strong>. The same </strong><strong>goes for basil, in the same simple sauce – how to highlight its flavour? </strong><strong> </strong><em><strong><br>Nancy, New York</strong></em><br>I trust that’s pleasingly strong as opposed to harshly strong? If so, slow-roasting would be my initial go-to. Don’t turn on the oven just for this, though, but next time you have it on, cut the very top off a head of garlic, just to expose the cloves, drizzle over a little olive oil, then wrap in tin foil and pop it in the bottom of the oven for about 45 minutes. Remove and, once cool enough to handle, squeeze out the now amazingly soft and sweet garlic flesh, and stir it into your tomato sauce. The chains of fructose in the garlic will have broken down during roasting and given rise to something called glutamic acid, which brings with it that bold umami taste and depth we all look for in a sauce. In short, you’ll have created the most mellow but bold, sweet and pleasingly strong burst of garlicky flavour.</p><p>If you’ve not had time to roast it, it’s also fine to start with raw garlic. The more you mince it, the more the flavour compounds are released and the stronger the flavour will be, so crush or finely mince it, rather than slice it, if you want that garlic flavour really to penetrate the sauce.</p> <a href=""https://www.theguardian.com/food/2024/apr/27/ask-ottolenghi-whats-the-best-way-to-get-a-garlicky-flavour-into-tomato-pasta-sauce"">Continue reading...</a>",https://www.theguardian.com/food/2024/apr/27/ask-ottolenghi-whats-the-best-way-to-get-a-garlicky-flavour-into-tomato-pasta-sauce,2024-04-27 07:29:28
"This is how we do it: ‘Since having prostate cancer I can’t get an erection, but I still get just as much pleasure’","<p>With penetrative sex no longer an option, Sebastian and Teresa have found different ways to satisfy one other<br><strong><a href=""https://www.theguardian.com/lifeandstyle/2022/sep/08/would-you-and-your-sexual-partner-like-to-share-the-story-of-what-you-get-up-to-in-the-bedroom"">How do you do it? Share the story of your sex life, anonymously</a></strong></p><p>I was really worried about how it would affect Teresa. There’s this whole stigma that a ‘real’ man has a working penis</p> <a href=""https://www.theguardian.com/lifeandstyle/2024/apr/27/this-is-how-we-do-it-since-having-prostate-cancer-i-cant-get-an-erection-but-i-still-get-just-as-much-pleasure"">Continue reading...</a>",https://www.theguardian.com/lifeandstyle/2024/apr/27/this-is-how-we-do-it-since-having-prostate-cancer-i-cant-get-an-erection-but-i-still-get-just-as-much-pleasure,2024-04-27 11:00:35
